"Area","Region","IncomeGroup","timePeriod","stability","diversity","asynchrony","meanNitrogen_t_ha","meanIrrigation_share","meanWarfare","instabilityTemp","instabilityPrec"
"Armenia","Europe & Central Asia","Upper middle income",1988,11.0172370745062,7.78677787256969,0.832878869591456,0.0201748486886348,22.5016666666667,0.967557251908397,-13.625613270755,-7.1244708017972
"Armenia","Europe & Central Asia","Upper middle income",1998,7.10386446923544,8.19977249552193,0.460965639725385,0.0326301590497282,18.871,0.568459657701711,-14.4620053001843,-8.37537254478932
"Armenia","Europe & Central Asia","Upper middle income",2008,11.0121828278395,9.69054452940401,0.345289579884048,0.117749593463689,16.0922222222222,0.455864570737606,-14.6274288838735,-8.27718018996497
"Australia","East Asia & Pacific","High income",1968,8.13982752472229,3.78455050178041,0.576562734948581,0.00970487751473364,0.303,0.734679163662581,-50.5847661303335,-5.64077179783024
"Australia","East Asia & Pacific","High income",1978,13.792246379017,4.43193730089023,0.43658666731397,0.0148916016079716,0.342,1.13150684931507,-52.188137551101,-5.36718944272617
"Australia","East Asia & Pacific","High income",1988,7.33074133594043,5.83904587615184,0.336740116505382,0.0317201013851524,0.455,0.967557251908397,-56.2290168115503,-6.29035648924161
"Australia","East Asia & Pacific","High income",1998,3.80200091388351,5.54396441726169,0.2011310126293,0.0400918494000828,0.557,0.568459657701711,-73.3622398904936,-5.20077457491303
"Australia","East Asia & Pacific","High income",2008,9.43423443353745,5.43882920563864,0.578461523801186,0.0357619997254688,0.642222222222222,0.455864570737606,-42.2880722838998,-5.80261547329584
"Austria","Europe & Central Asia","High income",1968,21.0796387571814,8.14568945903528,0.707678475312843,0.0784098579579944,0.123,0.734679163662581,-35.0217968231985,-7.76971997048872
"Austria","Europe & Central Asia","High income",1978,15.9239356603033,7.46529355212264,0.728052767219387,0.097097952196792,0.84,1.13150684931507,-18.3771331813652,-8.08493110016481
"Austria","Europe & Central Asia","High income",1988,21.1010053596297,10.091331483806,0.855821945934623,0.0853992294406802,2.73,0.967557251908397,-13.8183239919048,-13.5165794370517
"Austria","Europe & Central Asia","High income",1998,12.5829586684366,10.6662446312341,0.479709683524354,0.0916921325650196,3.497,0.568459657701711,-20.0099812702485,-8.44952197441598
"Austria","Europe & Central Asia","High income",2008,12.2950262547029,10.6790109886295,0.54040797732932,0.0717711103723404,4.15555555555556,0.455864570737606,-21.1599094721768,-8.05719816006978
"Azerbaijan","Europe & Central Asia","Upper middle income",1988,6.36600192900924,6.97110187304897,0.712432628688061,0.0154351046329866,31.9833333333333,0.967557251908397,-20.6731023369916,-4.90666340361799
"Azerbaijan","Europe & Central Asia","Upper middle income",1998,27.1119979631011,7.27740322783291,0.572206026937609,0.00685429725723476,30.223,0.568459657701711,-37.3830405128402,-6.50598856310054
"Azerbaijan","Europe & Central Asia","Upper middle income",2008,14.1847752377149,7.02970460878663,0.576508256434535,0.00992296957779063,30.0244444444444,0.455864570737606,-28.4669120241971,-4.53734881525467
"Bangladesh","South Asia","Lower middle income",1968,26.498414111349,2.38113187634542,0.496224438583328,0.0131708774730846,12.566,0.734679163662581,-145.499487148242,-7.22323432853198
"Bangladesh","South Asia","Lower middle income",1978,36.9843266851055,2.90119104741206,0.638534342453354,0.0351385846179999,17.619,1.13150684931507,-104.899032279415,-7.16517295623796
"Bangladesh","South Asia","Lower middle income",1988,21.2462381857675,3.04549408396421,0.403240230442808,0.0819526930811457,32.899,0.967557251908397,-87.2180948620605,-4.27557541849805
"Bangladesh","South Asia","Lower middle income",1998,33.5553137101338,3.00265450395731,0.481985662982157,0.115003550876872,48.575,0.568459657701711,-99.5787772908254,-5.603381592765
"Bangladesh","South Asia","Lower middle income",2008,32.3442115102769,3.13956065816123,0.627371747892439,0.141012375030296,58.0288888888889,0.455864570737606,-84.0243162608551,-8.31562768529707
"Belarus","Europe & Central Asia","Upper middle income",1988,11.1510619063175,7.04062952089508,0.734473038695423,0.0381240943222237,1.39833333333333,0.967557251908397,-11.9198695953659,-12.8176978060132
"Belarus","Europe & Central Asia","Upper middle income",1998,14.9496607931497,10.9256591649874,0.484005826840477,0.0573359631374016,1.291,0.568459657701711,-14.5966938376369,-9.1316494275699
"Belarus","Europe & Central Asia","Upper middle income",2008,14.4532295588889,10.7614455681626,0.674448706146684,0.0867303915906203,0.464444444444444,0.455864570737606,-20.6722062826921,-5.82808606304014
"Belgium","Europe & Central Asia","High income",1998,28.3505513109906,9.4184145341392,0.61200937340475,0.171497608325248,1.90375,0.568459657701711,-37.5361260860471,-6.82840824917314
"Belgium","Europe & Central Asia","High income",2008,13.7618349522316,9.23115892917883,0.60425577064364,0.19472926966754,1.57666666666667,0.455864570737606,-12.8860207399082,-13.5467509383062
"Benin","Sub-Saharan Africa","Low income",1968,15.1721132749046,8.41730714635289,0.891955088150924,0.00103880160759956,0.18,0.734679163662581,-87.7844588981743,-7.69164100821766
"Benin","Sub-Saharan Africa","Low income",1978,11.9416827173598,8.03388602696624,0.403373154710061,0.00138663396689148,0.454,1.13150684931507,-74.520624583171,-7.94662784267177
"Benin","Sub-Saharan Africa","Low income",1988,36.2037031090534,9.78251672400265,0.807391455498992,0.00440122896072669,0.422,0.967557251908397,-140.668329864081,-9.94574349334325
"Benin","Sub-Saharan Africa","Low income",1998,24.1773407501897,9.93503138159538,0.804777085120416,0.00381832348784112,0.435,0.568459657701711,-153.348588655371,-8.63304870059574
"Benin","Sub-Saharan Africa","Low income",2008,19.2390638829121,9.5500463855935,0.841181781556842,0.00201552523076923,0.637777777777778,0.455864570737606,-158.646628497285,-10.8430570957056
"Bhutan","South Asia","Lower middle income",1968,61.971294947796,7.40160477413452,0.838140895619466,0.000294952681388013,4.959,0.734679163662581,-88.2459302860898,-10.4981205968239
"Bhutan","South Asia","Lower middle income",1978,19.0314880670728,8.61037441382229,0.787723138137753,0.000671188630490956,6.542,1.13150684931507,-104.374027764984,-8.00050519795366
"Bhutan","South Asia","Lower middle income",1988,13.5364773617059,10.0750626825025,0.404145351402588,0.000626959247648903,5.336,0.967557251908397,-77.7793731514016,-9.17052121878377
"Bhutan","South Asia","Lower middle income",1998,5.96446206416282,12.7171908306152,0.316087061257558,0.00312855297157623,4.848,0.568459657701711,-69.5186368297699,-16.1493219732488
"Bhutan","South Asia","Lower middle income",2008,16.2579516439238,12.0349299336222,0.739492276486072,0.00792948510943667,6.11666666666667,0.455864570737606,-83.1924502573432,-11.3682729135154
"Bolivia","Latin America & Caribbean","Lower middle income",1968,28.9456178385463,13.6783360619317,0.778718951050488,0.00115475791121548,0.309,0.734679163662581,-45.7403384951187,-8.14258972449648
"Bolivia","Latin America & Caribbean","Lower middle income",1978,20.206827446478,14.748125827973,0.63239527688207,0.00114771554554836,0.435,1.13150684931507,-59.7365570119309,-7.27886507607925
"Bolivia","Latin America & Caribbean","Lower middle income",1988,18.573147782529,16.3628161603004,0.86518065726327,0.00150911567896782,0.536,0.967557251908397,-53.0446861913799,-8.30350754913914
"Bolivia","Latin America & Caribbean","Lower middle income",1998,15.1453543782016,13.5874890359499,0.923359478583241,0.0017016111354669,0.654,0.568459657701711,-96.4804077341238,-10.4468755004569
"Bolivia","Latin America & Caribbean","Lower middle income",2008,18.5133644692132,11.902041389615,0.75711150256386,0.00412199649016379,0.781111111111111,0.455864570737606,-117.178611997147,-5.00702015862418
"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",1988,20.2214927234092,9.01223694611041,0.324922560358572,0.00183946488294314,0.09,0.967557251908397,-18.3945868522012,-7.65489887677268
"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",1998,5.30373462881325,9.09053601337046,0.214427312062818,0.0201574588645527,0.135,0.568459657701711,-20.1353104310517,-7.34969351103045
"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2008,8.24562328350752,9.22410452061096,0.315420616162181,0.071575612244898,0.14,0.455864570737606,-33.6972635268888,-4.27638132188821
"Botswana","Sub-Saharan Africa","Upper middle income",1968,2.6618783655071,4.44769027039909,0.394428978740187,0.00277913346613546,0,0.734679163662581,-42.089425487719,-4.66938148817613
"Botswana","Sub-Saharan Africa","Upper middle income",1978,7.08776191864117,4.9198819125981,0.408352399187153,0.00119640216855594,0.009,1.13150684931507,-32.9421857200542,-7.02559929465753
"Botswana","Sub-Saharan Africa","Upper middle income",1988,4.83750826181895,3.92576031433221,0.456390246836341,0.00317184850197852,0.009,0.967557251908397,-42.6683561047009,-3.5827594971197
"Botswana","Sub-Saharan Africa","Upper middle income",1998,2.62634308620651,5.59253926465553,0.742283919510608,0.0172819297867758,0.01,0.568459657701711,-34.4048365574212,-4.17811703359516
"Botswana","Sub-Saharan Africa","Upper middle income",2008,3.26450085165283,5.34750603913217,0.557509810635663,0.0618963940472681,0.01,0.455864570737606,-50.2765892908719,-5.57140410283674
"Brazil","Latin America & Caribbean","Upper middle income",1968,53.4648061099002,9.86926605443492,0.925014214671726,0.00881771423419999,0.466,0.734679163662581,-66.2682648175329,-15.3053939825346
"Brazil","Latin America & Caribbean","Upper middle income",1978,24.3219716307565,9.62007733238507,0.776703500937406,0.0132424999546442,0.809,1.13150684931507,-119.112379696814,-15.8741877975102
"Brazil","Latin America & Caribbean","Upper middle income",1988,20.1704981387692,9.35123653313595,0.767614372544869,0.0189474316411138,1.067,0.967557251908397,-84.4238231357889,-14.6982611567876
"Brazil","Latin America & Caribbean","Upper middle income",1998,16.3444117582813,8.53648302910744,0.730568845631648,0.0367586629091462,1.472,0.568459657701711,-77.2028918480511,-19.9394705984186
"Brazil","Latin America & Caribbean","Upper middle income",2008,23.2217666858421,6.9927792958733,0.752554616307447,0.0598687422592907,1.91666666666667,0.455864570737606,-112.528642854794,-12.4378697662023
"Bulgaria","Europe & Central Asia","Upper middle income",1968,16.6282944993114,8.94678197598748,0.564357866637745,0.0801918949797262,17.562,0.734679163662581,-24.740085021927,-7.48145647858518
"Bulgaria","Europe & Central Asia","Upper middle income",1978,10.1699183769993,9.02899605781635,0.620062600822663,0.114521685967057,19.503,1.13150684931507,-48.8309300731167,-6.95485649673485
"Bulgaria","Europe & Central Asia","Upper middle income",1988,6.13613860683137,7.70397351226922,0.408919595979863,0.0671486772238147,16.886,0.967557251908397,-19.2353413593008,-7.51781231961119
"Bulgaria","Europe & Central Asia","Upper middle income",1998,5.65868615483142,7.02556953232436,0.491307362508869,0.0542405895184294,6.771,0.568459657701711,-21.5385625842149,-4.31389808547335
"Bulgaria","Europe & Central Asia","Upper middle income",2008,11.7393729427531,6.14598599697788,0.593243069449437,0.0847964312364626,2.40333333333333,0.455864570737606,-26.0671803317947,-4.11478359067822
"Burkina Faso","Sub-Saharan Africa","Low income",1968,10.4065817853079,5.32203429811972,0.558774339020003,0.000298754837624096,0.072,0.734679163662581,-89.4137049011402,-11.5598886144937
"Burkina Faso","Sub-Saharan Africa","Low income",1978,11.1332187328302,5.53167122694065,0.354367111248418,0.001408967531352,0.131,1.13150684931507,-78.0678891754265,-11.0494730655226
"Burkina Faso","Sub-Saharan Africa","Low income",1988,10.3573695038284,5.97054066338389,0.587842084257025,0.00315210001404692,0.232,0.967557251908397,-114.944142459861,-8.98657561933713
"Burkina Faso","Sub-Saharan Africa","Low income",1998,18.5134279942094,6.52861494946617,0.46568811822018,0.00418447368421053,0.295,0.568459657701711,-95.9870349659927,-9.26358549962236
"Burkina Faso","Sub-Saharan Africa","Low income",2008,17.1700045804669,7.73440563174753,0.546548506757922,0.00750010675921335,0.433333333333333,0.455864570737606,-140.221414701886,-11.4944840746235
"Burma","East Asia & Pacific","Lower middle income",1968,8.22552979614353,4.21341639504088,0.328830813321674,0.00314868004430895,8.546,0.734679163662581,-112.360407863649,-7.81834287044889
"Burma","East Asia & Pacific","Lower middle income",1978,14.3640043063695,5.05931316703292,0.562349842015809,0.00988823119777159,10.005,1.13150684931507,-101.414449197246,-5.11020014035394
"Burma","East Asia & Pacific","Lower middle income",1988,39.6798607345299,5.14901765710964,0.450570871592658,0.00852371123790623,11.67,0.967557251908397,-121.802259183743,-6.27626141392179
"Burma","East Asia & Pacific","Lower middle income",1998,21.4045959306939,6.69388584370494,0.169184111314585,0.00840154741756096,17.88,0.568459657701711,-84.1550063620074,-13.9777825618689
"Burma","East Asia & Pacific","Lower middle income",2008,26.9119009829511,7.33956078058912,0.146660035258963,0.0118390233758076,18.2422222222222,0.455864570737606,-76.6591403662404,-10.2248701740129
"Burundi","Sub-Saharan Africa","Low income",1968,32.1696998302093,8.44254210409432,0.55318493991799,0.000319877066201512,0.718,0.734679163662581,-66.2018750426784,-13.4415303902699
"Burundi","Sub-Saharan Africa","Low income",1978,27.0739645503213,8.90219887078541,0.657881598889831,0.000654241338112306,0.683,1.13150684931507,-90.6443395318878,-14.1062075281467
"Burundi","Sub-Saharan Africa","Low income",1988,33.3079065731257,8.8674013484832,0.385408550381977,0.0009364896073903,0.811,0.967557251908397,-38.0954876638532,-10.0206824288362
"Burundi","Sub-Saharan Africa","Low income",1998,14.1528464131679,9.38512299517501,0.836808073318194,0.000818264219351915,1.214,0.568459657701711,-40.2766284075056,-10.9002340245111
"Burundi","Sub-Saharan Africa","Low income",2008,8.70520656045227,9.53352458907209,0.859334321741288,0.00289269726027397,1.19111111111111,0.455864570737606,-40.7442446773326,-11.681806711754
"Cambodia","East Asia & Pacific","Lower middle income",1968,11.7219307949187,1.97597880772258,0.0671967441385571,0.00063219274058672,3.362,0.734679163662581,-102.051336894274,-7.70682447267858
"Cambodia","East Asia & Pacific","Lower middle income",1978,8.04928632042097,1.88161308154575,0.23193010964962,0.00119488536155203,5.168,1.13150684931507,-166.612606767897,-4.54090541286688
"Cambodia","East Asia & Pacific","Lower middle income",1988,14.4130842705615,1.98209509166681,0.330168270733936,0.00159383576103019,5.684,0.967557251908397,-192.558490288491,-4.12496278065558
"Cambodia","East Asia & Pacific","Lower middle income",1998,14.6445898821954,2.19370694250175,0.511432348319473,0.00140277127853169,6.075,0.568459657701711,-84.096276547277,-4.44213793673805
"Cambodia","East Asia & Pacific","Lower middle income",2008,32.6315092401309,2.69385289980939,0.336764121811516,0.0113262860670816,6.51666666666667,0.455864570737606,-77.7535101405277,-9.36469656898189
"Cameroon","Sub-Saharan Africa","Lower middle income",1968,26.6952377296365,12.9644389106632,0.809336282474127,0.00147182962245886,0.097,0.734679163662581,-112.897839763257,-15.2929906075752
"Cameroon","Sub-Saharan Africa","Lower middle income",1978,16.5255108984476,13.001872979577,0.79736928030279,0.00287355700112451,0.191,1.13150684931507,-83.4419321248938,-12.7746507214461
"Cameroon","Sub-Saharan Africa","Lower middle income",1988,25.6100199846565,16.3386252948836,0.66483874180897,0.00197794363839286,0.256,0.967557251908397,-107.491629213045,-29.1659426625538
"Cameroon","Sub-Saharan Africa","Lower middle income",1998,14.0442951228967,19.3708664439844,0.743343560883715,0.00325484270773858,0.286,0.568459657701711,-65.6765792728493,-13.3819699555642
"Cameroon","Sub-Saharan Africa","Lower middle income",2008,43.5279467335358,17.874659010467,0.762461148640189,0.00432055223061443,0.302222222222222,0.455864570737606,-114.973597710473,-10.69055390286
"Canada","North America","High income",1968,10.5579267174756,5.21636591923444,0.541028021331614,0.0116371982563237,0.971,0.734679163662581,-6.79284739353852,-16.7303278583659
"Canada","North America","High income",1978,11.6596549149966,5.02614824872567,0.575519886178323,0.0263699361289476,1.423,1.13150684931507,-4.57135937896867,-20.9489516474869
"Canada","North America","High income",1988,20.1149816345856,5.98584293461857,0.812794159741686,0.0334675301298221,1.571,0.967557251908397,-5.30481937119756,-12.1026639894802
"Canada","North America","High income",1998,11.8890205656338,6.88583690835112,0.508841683177485,0.0407265694530368,1.748,0.568459657701711,-7.23638259440931,-9.87478632792585
"Canada","North America","High income",2008,15.958974002998,6.35583875949118,0.467491747948047,0.0620208381970816,1.86,0.455864570737606,-6.58242307856395,-12.0869414392775
"Central African Republic","Sub-Saharan Africa","Low income",1978,17.4014813544217,9.8020930727852,0.794026131587476,0.000502392588067603,0,1.13150684931507,-101.056764969681,-23.2079733588846
"Central African Republic","Sub-Saharan Africa","Low income",1988,29.4209883461123,12.6314111956744,0.863548376283002,0.000253486179345938,0.013,0.967557251908397,-75.4881325997267,-16.0471066531344
"Central African Republic","Sub-Saharan Africa","Low income",1998,58.6892178654707,12.3499983543877,0.88215048641674,8.47151004215224e-05,0.02,0.568459657701711,-92.8359561468107,-14.5291893104732
"Central African Republic","Sub-Saharan Africa","Low income",2008,11.0711738024452,12.2951234395791,0.534685913068784,9.68223270440252e-05,0.02,0.455864570737606,-66.9903270501169,-13.0795948593073
"Chad","Sub-Saharan Africa","Low income",1968,9.78920165717208,6.00869109300707,0.657646905439782,0.000716356247883508,0.02,0.734679163662581,-81.8647505991205,-10.7406681214565
"Chad","Sub-Saharan Africa","Low income",1978,11.069263649919,7.47065186779935,0.682924268415511,0.000654752490906215,0.027,1.13150684931507,-78.6490495834424,-6.89504339920706
"Chad","Sub-Saharan Africa","Low income",1988,12.952375376645,7.62085793159765,0.756610507951149,0.0009596807567248,0.036,0.967557251908397,-91.5418412793519,-8.29346837539716
"Chad","Sub-Saharan Africa","Low income",1998,11.4976314256232,7.68857602535448,0.590439894581075,0.00287459540538407,0.057,0.568459657701711,-70.5362560069618,-8.58507461698177
"Chile","Latin America & Caribbean","High income",1968,10.6630284857657,8.43031680727242,0.711234748368411,0.0103111854911456,7.675,0.734679163662581,-31.8683286400902,-6.19996353820413
"Chile","Latin America & Caribbean","High income",1978,13.3954328972375,10.8160710114842,0.5908983936524,0.0206444741743396,7.416,1.13150684931507,-30.2449308165648,-6.04663666619406
"Chile","Latin America & Caribbean","High income",1988,29.2993191163581,14.469409597511,0.874660998139113,0.067595860209176,7.167,0.967557251908397,-38.444210622752,-4.89709007748174
"Chile","Latin America & Caribbean","High income",1998,15.2373555586493,14.2361655482943,0.622651693520693,0.125334432618798,7.11,0.568459657701711,-38.7538961144954,-4.69128716971911
"Chile","Latin America & Caribbean","High income",2008,16.9634094364181,16.649714207088,0.815556697945728,0.175344298190536,7.03777777777778,0.455864570737606,-32.8640654026533,-7.17511998494533
"China","East Asia & Pacific","Upper middle income",1968,15.5162464929478,11.9449235940612,0.737576474268842,0.0398337330198717,12.067,0.734679163662581,-38.5657428120652,-16.4714525694873
"China","East Asia & Pacific","Upper middle income",1978,25.2397234216299,13.1691239129391,0.617133331739288,0.115185346294459,10.911,1.13150684931507,-62.4617734480593,-15.1556511347318
"China","East Asia & Pacific","Upper middle income",1988,36.9157261526388,15.8049296589028,0.738080189917775,0.157352359300775,9.931,0.967557251908397,-40.6194741917833,-11.9168355052929
"China","East Asia & Pacific","Upper middle income",1998,51.3472003640814,18.9380573746859,0.858528039803449,0.198315016882219,11.322,0.568459657701711,-53.8422344873868,-13.2058268854698
"China","East Asia & Pacific","Upper middle income",2008,70.6045178089398,18.154204852,0.797052181753482,0.238778401543113,13.2111111111111,0.455864570737606,-69.3786054489688,-14.8332336582367
"Colombia","Latin America & Caribbean","Upper middle income",1968,19.8881052059559,11.4588359683982,0.839792670480497,0.0197797010692976,0.628,0.734679163662581,-49.2864664883174,-15.842120721846
"Colombia","Latin America & Caribbean","Upper middle income",1978,43.2772332502381,11.3025428188969,0.618672761799058,0.0328643397524072,0.952,1.13150684931507,-83.0661257047186,-18.6332846710455
"Colombia","Latin America & Caribbean","Upper middle income",1988,47.5053395891093,12.3593607628288,0.905743474150447,0.0557970708648124,1.69,0.967557251908397,-92.3451318646434,-10.4992143412582
"Colombia","Latin America & Caribbean","Upper middle income",1998,29.7039009485031,13.8013523900456,0.763336171737452,0.0998500241278854,2.138,0.568459657701711,-76.3089996656749,-12.6772673088317
"Colombia","Latin America & Caribbean","Upper middle income",2008,28.9010183301191,14.928051206413,0.976681149345238,0.163344985709172,2.45222222222222,0.455864570737606,-73.7520717957989,-7.30680714164122
"Comoros","Sub-Saharan Africa","Lower middle income",1978,20.9395597574727,6.37128584764986,0.705764791575498,0,0.12,1.13150684931507,-86.0158865785797,-4.26982978685538
"Comoros","Sub-Saharan Africa","Lower middle income",1988,35.4155992792015,8.36047833748912,0.804526271151071,0.000680933852140078,0.108,0.967557251908397,-81.1443637067394,-5.84929690467429
"Comoros","Sub-Saharan Africa","Lower middle income",1998,61.602515045421,8.19166417570231,0.888477558110512,0.000844594594594595,0.1,0.568459657701711,-67.8717768517104,-4.98764803671269
"Costa Rica","Latin America & Caribbean","Upper middle income",1968,19.2853464143828,8.74750472679613,0.926012738393888,0.0663844124213517,1.548,0.734679163662581,-61.0485908698115,-9.02173384604484
"Costa Rica","Latin America & Caribbean","Upper middle income",1978,20.7686345517807,9.45100298269051,0.827045018396693,0.0925613079019074,2.616,1.13150684931507,-57.8710247798187,-11.8248966227971
"Costa Rica","Latin America & Caribbean","Upper middle income",1988,31.4391535854819,12.7204043625834,0.874560123257352,0.136527641156797,3.93,0.967557251908397,-83.5192337239132,-10.4722018924806
"Costa Rica","Latin America & Caribbean","Upper middle income",1998,22.2700427542166,13.3345967857323,0.756107704892983,0.144161983854692,5.575,0.568459657701711,-66.8415857911027,-14.7910518625362
"Costa Rica","Latin America & Caribbean","Upper middle income",2008,25.131476746731,12.898047952763,0.851548778701186,0.148929638576265,5.66111111111111,0.455864570737606,-86.2899518093789,-11.5884685004539
"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income",1968,23.3139896764286,10.7817294399336,0.866725471832966,0.0024543602983362,0.157,0.734679163662581,-77.1936956257388,-8.74077960939772
"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income",1978,18.9594761353094,10.4646588878913,0.937296213984609,0.00251625972918222,0.275,1.13150684931507,-82.497042023253,-9.38022475196623
"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income",1988,32.8682470677877,11.7153713777244,0.87981308678614,0.00423624093026203,0.357,0.967557251908397,-184.341052072705,-10.2710914336346
"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income",1998,13.3302705477886,11.5568081813768,0.79395310210083,0.00448252941176471,0.366,0.568459657701711,-117.455692266623,-12.7352918965681
"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income",2008,40.2790242122148,10.9723514400754,0.620877287895056,0.00419397055771725,0.35,0.455864570737606,-162.212176521351,-9.10601212809501
"Croatia","Europe & Central Asia","High income",1988,19.0098416640794,7.90126432471213,0.723369583089446,0.092813431796015,0.0983333333333333,0.967557251908397,-20.3895158989824,-9.02357640699856
"Croatia","Europe & Central Asia","High income",1998,5.5442367489688,8.24204917713691,0.317476342221127,0.135513280616383,0.637,0.568459657701711,-19.0187469519697,-6.46100308294364
"Croatia","Europe & Central Asia","High income",2008,11.3550664881481,8.89187945720626,0.668612600564892,0.119628167821808,1.69111111111111,0.455864570737606,-34.0522166702853,-3.42783395817692
"Cuba","Latin America & Caribbean","Upper middle income",1968,6.50095467985378,4.03783844995104,0.167049044388069,0.0544615598112684,9.597,0.734679163662581,-115.021489809635,-6.68074967906943
"Cuba","Latin America & Caribbean","Upper middle income",1978,16.847606772955,4.00375542768392,0.345313360171067,0.0818468975468975,13.138,1.13150684931507,-142.634211040844,-7.79122044767643
"Cuba","Latin America & Caribbean","Upper middle income",1988,9.40404926152788,6.67619162325241,0.286838656091358,0.0476646467669135,13.107,0.967557251908397,-77.8116924277154,-11.7956552224892
