SCODE,CCODE,COUNTRY,YEAR,ACTOTAL
DEN,390,Denmark,1960,0
DEN,390,Denmark,1961,0
DEN,390,Denmark,1962,0
DEN,390,Denmark,1963,0
DEN,390,Denmark,1964,0
DEN,390,Denmark,1965,0
DEN,390,Denmark,1966,0
DEN,390,Denmark,1967,0
DEN,390,Denmark,1968,0
DEN,390,Denmark,1969,0
DEN,390,Denmark,1970,0
DEN,390,Denmark,1971,0
DEN,390,Denmark,1972,0
DEN,390,Denmark,1973,0
DEN,390,Denmark,1974,0
DEN,390,Denmark,1975,0
DEN,390,Denmark,1976,0
DEN,390,Denmark,1977,0
DEN,390,Denmark,1978,0
DEN,390,Denmark,1979,0
DEN,390,Denmark,1980,0
DEN,390,Denmark,1981,0
DEN,390,Denmark,1982,0
DEN,390,Denmark,1983,0
DEN,390,Denmark,1984,0
DEN,390,Denmark,1985,0
DEN,390,Denmark,1986,0
DEN,390,Denmark,1987,0
DEN,390,Denmark,1988,0
DEN,390,Denmark,1989,0
DEN,390,Denmark,1990,0
DEN,390,Denmark,1991,0
DEN,390,Denmark,1992,0
DEN,390,Denmark,1993,0
DEN,390,Denmark,1994,0
DEN,390,Denmark,1995,0
DEN,390,Denmark,1996,0
DEN,390,Denmark,1997,0
DEN,390,Denmark,1998,0
DEN,390,Denmark,1999,0
DEN,390,Denmark,2000,0
DEN,390,Denmark,2001,0
DEN,390,Denmark,2002,0
DEN,390,Denmark,2003,0
DEN,390,Denmark,2004,0
DEN,390,Denmark,2005,0
DEN,390,Denmark,2006,0
DEN,390,Denmark,2007,0
DEN,390,Denmark,2008,0
DEN,390,Denmark,2009,0
DEN,390,Denmark,2010,0
DEN,390,Denmark,2011,0
DEN,390,Denmark,2012,0
DJI,522,Djibouti,1977,0
DJI,522,Djibouti,1978,0
DJI,522,Djibouti,1979,0
DJI,522,Djibouti,1980,0
DJI,522,Djibouti,1981,0
DJI,522,Djibouti,1982,0
DJI,522,Djibouti,1983,0
DJI,522,Djibouti,1984,0
DJI,522,Djibouti,1985,0
DJI,522,Djibouti,1986,0
DJI,522,Djibouti,1987,0
DJI,522,Djibouti,1988,0
DJI,522,Djibouti,1989,0
DJI,522,Djibouti,1990,0
DJI,522,Djibouti,1991,1
DJI,522,Djibouti,1992,1
DJI,522,Djibouti,1993,1
DJI,522,Djibouti,1994,1
DJI,522,Djibouti,1995,0
DJI,522,Djibouti,1996,0
DJI,522,Djibouti,1997,0
DJI,522,Djibouti,1998,0
DJI,522,Djibouti,1999,0
DJI,522,Djibouti,2000,0
DJI,522,Djibouti,2001,0
DJI,522,Djibouti,2002,0
DJI,522,Djibouti,2003,0
DJI,522,Djibouti,2004,0
DJI,522,Djibouti,2005,0
DJI,522,Djibouti,2006,0
DJI,522,Djibouti,2007,0
DJI,522,Djibouti,2008,0
DJI,522,Djibouti,2009,0
DJI,522,Djibouti,2010,0
DJI,522,Djibouti,2011,0
DJI,522,Djibouti,2012,0
DOM,42,Dominican Republic,1946,0
DOM,42,Dominican Republic,1947,0
DOM,42,Dominican Republic,1948,0
DOM,42,Dominican Republic,1949,0
DOM,42,Dominican Republic,1950,0
DOM,42,Dominican Republic,1951,0
DOM,42,Dominican Republic,1952,0
DOM,42,Dominican Republic,1953,0
DOM,42,Dominican Republic,1954,0
DOM,42,Dominican Republic,1955,0
DOM,42,Dominican Republic,1956,0
DOM,42,Dominican Republic,1957,0
DOM,42,Dominican Republic,1958,0
DOM,42,Dominican Republic,1959,0
DOM,42,Dominican Republic,1960,0
DOM,42,Dominican Republic,1961,0
DOM,42,Dominican Republic,1962,0
DOM,42,Dominican Republic,1963,0
DOM,42,Dominican Republic,1964,0
DOM,42,Dominican Republic,1965,2
DOM,42,Dominican Republic,1966,0
DOM,42,Dominican Republic,1967,0
DOM,42,Dominican Republic,1968,0
DOM,42,Dominican Republic,1969,0
DOM,42,Dominican Republic,1970,0
DOM,42,Dominican Republic,1971,0
DOM,42,Dominican Republic,1972,0
DOM,42,Dominican Republic,1973,0
DOM,42,Dominican Republic,1974,0
DOM,42,Dominican Republic,1975,0
DOM,42,Dominican Republic,1976,0
DOM,42,Dominican Republic,1977,0
DOM,42,Dominican Republic,1978,0
DOM,42,Dominican Republic,1979,0
DOM,42,Dominican Republic,1980,0
DOM,42,Dominican Republic,1981,0
DOM,42,Dominican Republic,1982,0
DOM,42,Dominican Republic,1983,0
DOM,42,Dominican Republic,1984,0
DOM,42,Dominican Republic,1985,0
DOM,42,Dominican Republic,1986,0
DOM,42,Dominican Republic,1987,0
DOM,42,Dominican Republic,1988,0
DOM,42,Dominican Republic,1989,0
DOM,42,Dominican Republic,1990,0
DOM,42,Dominican Republic,1991,0
DOM,42,Dominican Republic,1992,0
DOM,42,Dominican Republic,1993,0
DOM,42,Dominican Republic,1994,0
DOM,42,Dominican Republic,1995,0
DOM,42,Dominican Republic,1996,0
DOM,42,Dominican Republic,1997,0
DOM,42,Dominican Republic,1998,0
DOM,42,Dominican Republic,1999,0
DOM,42,Dominican Republic,2000,0
DOM,42,Dominican Republic,2001,0
DOM,42,Dominican Republic,2002,0
DOM,42,Dominican Republic,2003,0
DOM,42,Dominican Republic,2004,0
DOM,42,Dominican Republic,2005,0
DOM,42,Dominican Republic,2006,0
DOM,42,Dominican Republic,2007,0
DOM,42,Dominican Republic,2008,0
DOM,42,Dominican Republic,2009,0
DOM,42,Dominican Republic,2010,0
DOM,42,Dominican Republic,2011,0
DOM,42,Dominican Republic,2012,0
DRV,816,Vietnam North,1954,3
DRV,816,"Vietnam, North",1955,0
DRV,816,"Vietnam, North",1956,0
DRV,816,"Vietnam, North",1957,0
DRV,816,"Vietnam, North",1958,7
DRV,816,"Vietnam, North",1959,7
DRV,816,"Vietnam, North",1960,7
DRV,816,"Vietnam, North",1961,7
DRV,816,"Vietnam, North",1962,7
DRV,816,"Vietnam, North",1963,7
DRV,816,"Vietnam, North",1964,7
DRV,816,"Vietnam, North",1965,7
DRV,816,"Vietnam, North",1966,7
DRV,816,"Vietnam, North",1967,7
DRV,816,"Vietnam, North",1968,7
DRV,816,"Vietnam, North",1969,7
DRV,816,"Vietnam, North",1970,7
DRV,816,"Vietnam, North",1971,7
DRV,816,"Vietnam, North",1972,7
DRV,816,"Vietnam, North",1973,7
DRV,816,"Vietnam, North",1974,7
DRV,816,"Vietnam, North",1975,9
ECU,130,Ecuador,1946,0
ECU,130,Ecuador,1947,0
ECU,130,Ecuador,1948,0
ECU,130,Ecuador,1949,0
ECU,130,Ecuador,1950,0
ECU,130,Ecuador,1951,0
ECU,130,Ecuador,1952,0
ECU,130,Ecuador,1953,0
ECU,130,Ecuador,1954,0
ECU,130,Ecuador,1955,0
ECU,130,Ecuador,1956,0
ECU,130,Ecuador,1957,0
ECU,130,Ecuador,1958,0
ECU,130,Ecuador,1959,0
ECU,130,Ecuador,1960,0
ECU,130,Ecuador,1961,0
ECU,130,Ecuador,1962,0
ECU,130,Ecuador,1963,0
ECU,130,Ecuador,1964,0
ECU,130,Ecuador,1965,0
ECU,130,Ecuador,1966,0
ECU,130,Ecuador,1967,0
ECU,130,Ecuador,1968,0
ECU,130,Ecuador,1969,0
ECU,130,Ecuador,1970,0
ECU,130,Ecuador,1971,0
ECU,130,Ecuador,1972,0
ECU,130,Ecuador,1973,0
ECU,130,Ecuador,1974,0
ECU,130,Ecuador,1975,0
ECU,130,Ecuador,1976,0
ECU,130,Ecuador,1977,0
ECU,130,Ecuador,1978,0
ECU,130,Ecuador,1979,0
ECU,130,Ecuador,1980,0
ECU,130,Ecuador,1981,0
ECU,130,Ecuador,1982,0
ECU,130,Ecuador,1983,0
ECU,130,Ecuador,1984,0
ECU,130,Ecuador,1985,0
ECU,130,Ecuador,1986,0
ECU,130,Ecuador,1987,0
ECU,130,Ecuador,1988,0
ECU,130,Ecuador,1989,0
ECU,130,Ecuador,1990,0
ECU,130,Ecuador,1991,0
ECU,130,Ecuador,1992,0
ECU,130,Ecuador,1993,0
ECU,130,Ecuador,1994,0
ECU,130,Ecuador,1995,1
ECU,130,Ecuador,1996,0
ECU,130,Ecuador,1997,0
ECU,130,Ecuador,1998,0
ECU,130,Ecuador,1999,0
ECU,130,Ecuador,2000,0
ECU,130,Ecuador,2001,0
ECU,130,Ecuador,2002,0
ECU,130,Ecuador,2003,0
ECU,130,Ecuador,2004,0
ECU,130,Ecuador,2005,0
ECU,130,Ecuador,2006,0
ECU,130,Ecuador,2007,0
ECU,130,Ecuador,2008,0
ECU,130,Ecuador,2009,0
ECU,130,Ecuador,2010,0
ECU,130,Ecuador,2011,0
ECU,130,Ecuador,2012,0
EGY,651,Egypt,1951,0
EGY,651,Egypt,1952,1
EGY,651,Egypt,1953,0
EGY,651,Egypt,1954,0
EGY,651,Egypt,1955,0
EGY,651,Egypt,1956,2
EGY,651,Egypt,1957,0
EGY,651,Egypt,1958,0
EGY,651,Egypt,1959,0
EGY,651,Egypt,1960,0
EGY,651,Egypt,1961,0
EGY,651,Egypt,1962,0
EGY,651,Egypt,1963,0
EGY,651,Egypt,1964,0
EGY,651,Egypt,1965,0
EGY,651,Egypt,1966,0
EGY,651,Egypt,1967,4
EGY,651,Egypt,1968,4
EGY,651,Egypt,1969,4
EGY,651,Egypt,1970,4
EGY,651,Egypt,1971,0
EGY,651,Egypt,1972,0
EGY,651,Egypt,1973,3
EGY,651,Egypt,1974,0
EGY,651,Egypt,1975,0
EGY,651,Egypt,1976,0
EGY,651,Egypt,1977,0
EGY,651,Egypt,1978,0
EGY,651,Egypt,1979,0
EGY,651,Egypt,1980,0
EGY,651,Egypt,1981,0
EGY,651,Egypt,1982,0
EGY,651,Egypt,1983,0
EGY,651,Egypt,1984,0
EGY,651,Egypt,1985,0
EGY,651,Egypt,1986,0
EGY,651,Egypt,1987,0
EGY,651,Egypt,1988,0
EGY,651,Egypt,1989,0
EGY,651,Egypt,1990,0
EGY,651,Egypt,1991,0
EGY,651,Egypt,1992,1
EGY,651,Egypt,1993,1
EGY,651,Egypt,1994,1
EGY,651,Egypt,1995,1
EGY,651,Egypt,1996,1
EGY,651,Egypt,1997,1
EGY,651,Egypt,1998,1
EGY,651,Egypt,1999,1
EGY,651,Egypt,2000,0
EGY,651,Egypt,2001,0
EGY,651,Egypt,2002,0
EGY,651,Egypt,2003,0
EGY,651,Egypt,2004,0
EGY,651,Egypt,2005,0
EGY,651,Egypt,2006,0
EGY,651,Egypt,2007,0
EGY,651,Egypt,2008,0
EGY,651,Egypt,2009,0
EGY,651,Egypt,2010,0
EGY,651,Egypt,2011,1
EGY,651,Egypt,2012,0
EQG,411,Equatorial Guinea,1968,0
EQG,411,Equatorial Guinea,1969,4
EQG,411,Equatorial Guinea,1970,4
EQG,411,Equatorial Guinea,1971,4
EQG,411,Equatorial Guinea,1972,4
EQG,411,Equatorial Guinea,1973,4
EQG,411,Equatorial Guinea,1974,4
EQG,411,Equatorial Guinea,1975,4
EQG,411,Equatorial Guinea,1976,4
EQG,411,Equatorial Guinea,1977,4
EQG,411,Equatorial Guinea,1978,4
EQG,411,Equatorial Guinea,1979,4
EQG,411,Equatorial Guinea,1980,0
EQG,411,Equatorial Guinea,1981,0
EQG,411,Equatorial Guinea,1982,0
EQG,411,Equatorial Guinea,1983,0
EQG,411,Equatorial Guinea,1984,0
EQG,411,Equatorial Guinea,1985,0
EQG,411,Equatorial Guinea,1986,0
EQG,411,Equatorial Guinea,1987,0
EQG,411,Equatorial Guinea,1988,0
EQG,411,Equatorial Guinea,1989,0
EQG,411,Equatorial Guinea,1990,0
EQG,411,Equatorial Guinea,1991,0
EQG,411,Equatorial Guinea,1992,0
EQG,411,Equatorial Guinea,1993,0
EQG,411,Equatorial Guinea,1994,0
EQG,411,Equatorial Guinea,1995,0
EQG,411,Equatorial Guinea,1996,0
EQG,411,Equatorial Guinea,1997,0
EQG,411,Equatorial Guinea,1998,0
EQG,411,Equatorial Guinea,1999,0
EQG,411,Equatorial Guinea,2000,0
EQG,411,Equatorial Guinea,2001,0
EQG,411,Equatorial Guinea,2002,0
EQG,411,Equatorial Guinea,2003,0
EQG,411,Equatorial Guinea,2004,0
EQG,411,Equatorial Guinea,2005,0
EQG,411,Equatorial Guinea,2006,0
EQG,411,Equatorial Guinea,2007,0
EQG,411,Equatorial Guinea,2008,0
EQG,411,Equatorial Guinea,2009,0
EQG,411,Equatorial Guinea,2010,0
EQG,411,Equatorial Guinea,2011,0
EQG,411,Equatorial Guinea,2012,0
ERI,531,Eritrea,1993,0
ERI,531,Eritrea,1994,0
ERI,531,Eritrea,1995,0
ERI,531,Eritrea,1996,0
ERI,531,Eritrea,1997,0
ERI,531,Eritrea,1998,5
ERI,531,Eritrea,1999,5
ERI,531,Eritrea,2000,5
ERI,531,Eritrea,2001,0
ERI,531,Eritrea,2002,0
ERI,531,Eritrea,2003,0
ERI,531,Eritrea,2004,0
ERI,531,Eritrea,2005,0
ERI,531,Eritrea,2006,0
ERI,531,Eritrea,2007,0
ERI,531,Eritrea,2008,0
ERI,531,Eritrea,2009,0
ERI,531,Eritrea,2010,0
ERI,531,Eritrea,2011,0
ERI,531,Eritrea,2012,0
EST,366,Estonia,1991,0
EST,366,Estonia,1992,0
EST,366,Estonia,1993,0
EST,366,Estonia,1994,0
EST,366,Estonia,1995,0
EST,366,Estonia,1996,0
EST,366,Estonia,1997,0
EST,366,Estonia,1998,0
EST,366,Estonia,1999,0
EST,366,Estonia,2000,0
EST,366,Estonia,2001,0
EST,366,Estonia,2002,0
EST,366,Estonia,2003,0
EST,366,Estonia,2004,0
EST,366,Estonia,2005,0
EST,366,Estonia,2006,0
EST,366,Estonia,2007,0
EST,366,Estonia,2008,0
EST,366,Estonia,2009,0
EST,366,Estonia,2010,0
EST,366,Estonia,2011,0
EST,366,Estonia,2012,0
ETH,530,Ethiopia,1946,0
ETH,530,Ethiopia,1947,0
ETH,530,Ethiopia,1948,0
ETH,530,Ethiopia,1949,0
ETH,530,Ethiopia,1950,0
ETH,530,Ethiopia,1951,0
ETH,530,Ethiopia,1952,0
ETH,530,Ethiopia,1953,0
ETH,530,Ethiopia,1954,0
ETH,530,Ethiopia,1955,0
ETH,530,Ethiopia,1956,0
ETH,530,Ethiopia,1957,0
ETH,530,Ethiopia,1958,0
ETH,530,Ethiopia,1959,0
ETH,530,Ethiopia,1960,0
ETH,530,Ethiopia,1961,0
ETH,530,Ethiopia,1962,1
ETH,530,Ethiopia,1963,1
ETH,530,Ethiopia,1964,2
ETH,530,Ethiopia,1965,1
ETH,530,Ethiopia,1966,1
ETH,530,Ethiopia,1967,1
ETH,530,Ethiopia,1968,1
ETH,530,Ethiopia,1969,1
ETH,530,Ethiopia,1970,1
ETH,530,Ethiopia,1971,1
ETH,530,Ethiopia,1972,1
ETH,530,Ethiopia,1973,1
ETH,530,Ethiopia,1974,6
ETH,530,Ethiopia,1975,6
ETH,530,Ethiopia,1976,6
ETH,530,Ethiopia,1977,8
ETH,530,Ethiopia,1978,8
ETH,530,Ethiopia,1979,8
ETH,530,Ethiopia,1980,6
ETH,530,Ethiopia,1981,6
ETH,530,Ethiopia,1982,6
ETH,530,Ethiopia,1983,6
ETH,530,Ethiopia,1984,6
ETH,530,Ethiopia,1985,6
ETH,530,Ethiopia,1986,6
ETH,530,Ethiopia,1987,6
ETH,530,Ethiopia,1988,6
ETH,530,Ethiopia,1989,6
ETH,530,Ethiopia,1990,6
ETH,530,Ethiopia,1991,6
ETH,530,Ethiopia,1992,0
ETI,529,Ethiopia,1993,0
ETI,529,Ethiopia,1994,0
ETI,529,Ethiopia,1995,0
ETI,529,Ethiopia,1996,0
ETI,529,Ethiopia,1997,0
ETI,529,Ethiopia,1998,5
ETI,529,Ethiopia,1999,6
ETI,529,Ethiopia,2000,6
ETI,529,Ethiopia,2001,0
ETI,529,Ethiopia,2002,0
ETI,529,Ethiopia,2003,0
ETI,529,Ethiopia,2004,0
ETI,529,Ethiopia,2005,0
ETI,529,Ethiopia,2006,0
ETI,529,Ethiopia,2007,1
ETI,529,Ethiopia,2008,1
ETI,529,Ethiopia,2009,1
ETI,529,Ethiopia,2010,1
ETI,529,Ethiopia,2011,1
ETI,529,Ethiopia,2012,1
ETM,860,East Timor,2002,0
ETM,860,East Timor,2003,0
ETM,860,East Timor,2004,0
ETM,860,East Timor,2005,0
ETM,860,East Timor,2006,0
ETM,860,East Timor,2007,0
ETM,860,East Timor,2008,0
ETM,860,East Timor,2009,0
ETM,860,East Timor,2010,0
ETM,860,East Timor,2011,0
ETM,860,East Timor,2012,0
FIN,375,Finland,1946,0
FIN,375,Finland,1947,0
FIN,375,Finland,1948,0
FIN,375,Finland,1949,0
FIN,375,Finland,1950,0
FIN,375,Finland,1951,0
FIN,375,Finland,1952,0
FIN,375,Finland,1953,0
FIN,375,Finland,1954,0
FIN,375,Finland,1955,0
FIN,375,Finland,1956,0
FIN,375,Finland,1957,0
FIN,375,Finland,1958,0
FIN,375,Finland,1959,0
FIN,375,Finland,1960,0
FIN,375,Finland,1961,0
FIN,375,Finland,1962,0
FIN,375,Finland,1963,0
FIN,375,Finland,1964,0
FIN,375,Finland,1965,0
FIN,375,Finland,1966,0
FIN,375,Finland,1967,0
FIN,375,Finland,1968,0
FIN,375,Finland,1969,0
FIN,375,Finland,1970,0
FIN,375,Finland,1971,0
FIN,375,Finland,1972,0
FIN,375,Finland,1973,0
FIN,375,Finland,1974,0
FIN,375,Finland,1975,0
FIN,375,Finland,1976,0
FIN,375,Finland,1977,0
FIN,375,Finland,1978,0
FIN,375,Finland,1979,0
FIN,375,Finland,1980,0
FIN,375,Finland,1981,0
FIN,375,Finland,1982,0
FIN,375,Finland,1983,0
FIN,375,Finland,1984,0
FIN,375,Finland,1985,0
FIN,375,Finland,1986,0
FIN,375,Finland,1987,0
FIN,375,Finland,1988,0
FIN,375,Finland,1989,0
FIN,375,Finland,1990,0
FIN,375,Finland,1991,0
FIN,375,Finland,1992,0
FIN,375,Finland,1993,0
FIN,375,Finland,1994,0
FIN,375,Finland,1995,0
FIN,375,Finland,1996,0
FIN,375,Finland,1997,0
FIN,375,Finland,1998,0
FIN,375,Finland,1999,0
FIN,375,Finland,2000,0
FIN,375,Finland,2001,0
FIN,375,Finland,2002,0
FIN,375,Finland,2003,0
FIN,375,Finland,2004,0
FIN,375,Finland,2005,0
FIN,375,Finland,2006,0
FIN,375,Finland,2007,0
FIN,375,Finland,2008,0
FIN,375,Finland,2009,0
FIN,375,Finland,2010,0
FIN,375,Finland,2011,0
FIN,375,Finland,2012,0
FJI,950,Fiji,1970,0
FJI,950,Fiji,1971,0
FJI,950,Fiji,1972,0
FJI,950,Fiji,1973,0
FJI,950,Fiji,1974,0
FJI,950,Fiji,1975,0
FJI,950,Fiji,1976,0
FJI,950,Fiji,1977,0
FJI,950,Fiji,1978,0
FJI,950,Fiji,1979,0
FJI,950,Fiji,1980,0
FJI,950,Fiji,1981,0
FJI,950,Fiji,1982,0
FJI,950,Fiji,1983,0
FJI,950,Fiji,1984,0
FJI,950,Fiji,1985,0
FJI,950,Fiji,1986,0
FJI,950,Fiji,1987,0
FJI,950,Fiji,1988,0
FJI,950,Fiji,1989,0
FJI,950,Fiji,1990,0
FJI,950,Fiji,1991,0
FJI,950,Fiji,1992,0
FJI,950,Fiji,1993,0
FJI,950,Fiji,1994,0
FJI,950,Fiji,1995,0
FJI,950,Fiji,1996,0
FJI,950,Fiji,1997,0
FJI,950,Fiji,1998,0
FJI,950,Fiji,1999,0
FJI,950,Fiji,2000,0
FJI,950,Fiji,2001,0
FJI,950,Fiji,2002,0
FJI,950,Fiji,2003,0
FJI,950,Fiji,2004,0
FJI,950,Fiji,2005,0
FJI,950,Fiji,2006,0
FJI,950,Fiji,2007,0
FJI,950,Fiji,2008,0
FJI,950,Fiji,2009,0
FJI,950,Fiji,2010,0
FJI,950,Fiji,2011,0
FJI,950,Fiji,2012,0
FRN,220,France,1946,2
FRN,220,France,1947,2
FRN,220,France,1948,2
FRN,220,France,1949,2
FRN,220,France,1950,2
FRN,220,France,1951,2
FRN,220,France,1952,2
FRN,220,France,1953,2
FRN,220,France,1954,5
FRN,220,France,1955,3
FRN,220,France,1956,3
FRN,220,France,1957,3
FRN,220,France,1958,3
FRN,220,France,1959,3
FRN,220,France,1960,3
FRN,220,France,1961,3
FRN,220,France,1962,3
FRN,220,France,1963,0
FRN,220,France,1964,0
FRN,220,France,1965,0
FRN,220,France,1966,0
FRN,220,France,1967,0
FRN,220,France,1968,1
FRN,220,France,1969,0
FRN,220,France,1970,0
FRN,220,France,1971,0
FRN,220,France,1972,0
FRN,220,France,1973,0
FRN,220,France,1974,0
FRN,220,France,1975,0
FRN,220,France,1976,0
FRN,220,France,1977,0
FRN,220,France,1978,0
FRN,220,France,1979,0
FRN,220,France,1980,0
FRN,220,France,1981,0
FRN,220,France,1982,0
FRN,220,France,1983,0
FRN,220,France,1984,0
FRN,220,France,1985,0
FRN,220,France,1986,0
FRN,220,France,1987,0
FRN,220,France,1988,0
FRN,220,France,1989,0
FRN,220,France,1990,0
FRN,220,France,1991,0
FRN,220,France,1992,0
FRN,220,France,1993,0
FRN,220,France,1994,0
FRN,220,France,1995,0
FRN,220,France,1996,0
FRN,220,France,1997,0
FRN,220,France,1998,0
FRN,220,France,1999,0
FRN,220,France,2000,0
FRN,220,France,2001,0
FRN,220,France,2002,0
FRN,220,France,2003,0
FRN,220,France,2004,0
FRN,220,France,2005,0
FRN,220,France,2006,0
FRN,220,France,2007,0
FRN,220,France,2008,0
FRN,220,France,2009,0
FRN,220,France,2010,0
FRN,220,France,2011,0
FRN,220,France,2012,0
GAB,481,Gabon,1960,0
GAB,481,Gabon,1961,0
GAB,481,Gabon,1962,0
GAB,481,Gabon,1963,0
GAB,481,Gabon,1964,0
GAB,481,Gabon,1965,0
GAB,481,Gabon,1966,0
GAB,481,Gabon,1967,0
GAB,481,Gabon,1968,0
GAB,481,Gabon,1969,0
GAB,481,Gabon,1970,0
GAB,481,Gabon,1971,0
GAB,481,Gabon,1972,0
GAB,481,Gabon,1973,0
GAB,481,Gabon,1974,0
GAB,481,Gabon,1975,0
GAB,481,Gabon,1976,0
GAB,481,Gabon,1977,0
GAB,481,Gabon,1978,0
GAB,481,Gabon,1979,0
GAB,481,Gabon,1980,0
GAB,481,Gabon,1981,0
GAB,481,Gabon,1982,0
GAB,481,Gabon,1983,0
GAB,481,Gabon,1984,0
GAB,481,Gabon,1985,0
GAB,481,Gabon,1986,0
GAB,481,Gabon,1987,0
GAB,481,Gabon,1988,0
GAB,481,Gabon,1989,0
GAB,481,Gabon,1990,0
GAB,481,Gabon,1991,0
GAB,481,Gabon,1992,0
GAB,481,Gabon,1993,0
GAB,481,Gabon,1994,0
GAB,481,Gabon,1995,0
GAB,481,Gabon,1996,0
GAB,481,Gabon,1997,0
GAB,481,Gabon,1998,0
GAB,481,Gabon,1999,0
GAB,481,Gabon,2000,0
GAB,481,Gabon,2001,0
GAB,481,Gabon,2002,0
GAB,481,Gabon,2003,0
GAB,481,Gabon,2004,0
GAB,481,Gabon,2005,0
GAB,481,Gabon,2006,0
GAB,481,Gabon,2007,0
GAB,481,Gabon,2008,0
GAB,481,Gabon,2009,0
GAB,481,Gabon,2010,0
GAB,481,Gabon,2011,0
GAB,481,Gabon,2012,0
GAM,420,Gambia,1965,0
GAM,420,Gambia,1966,0
GAM,420,Gambia,1967,0
GAM,420,Gambia,1968,0
GAM,420,Gambia,1969,0
GAM,420,Gambia,1970,0
GAM,420,Gambia,1971,0
GAM,420,Gambia,1972,0
GAM,420,Gambia,1973,0
GAM,420,Gambia,1974,0
GAM,420,Gambia,1975,0
GAM,420,Gambia,1976,0
GAM,420,Gambia,1977,0
GAM,420,Gambia,1978,0
GAM,420,Gambia,1979,0
GAM,420,Gambia,1980,0
GAM,420,Gambia,1981,1
GAM,420,Gambia,1982,0
GAM,420,Gambia,1983,0
GAM,420,Gambia,1984,0
GAM,420,Gambia,1985,0
GAM,420,Gambia,1986,0
GAM,420,Gambia,1987,0
GAM,420,Gambia,1988,0
GAM,420,Gambia,1989,0
GAM,420,Gambia,1990,0
GAM,420,Gambia,1991,0
GAM,420,Gambia,1992,0
GAM,420,Gambia,1993,0
GAM,420,Gambia,1994,0
GAM,420,Gambia,1995,0
GAM,420,Gambia,1996,0
GAM,420,Gambia,1997,0
GAM,420,Gambia,1998,0
GAM,420,Gambia,1999,0
GAM,420,Gambia,2000,0
GAM,420,Gambia,2001,0
GAM,420,Gambia,2002,0
GAM,420,Gambia,2003,0
GAM,420,Gambia,2004,0
GAM,420,Gambia,2005,0
GAM,420,Gambia,2006,0
GAM,420,Gambia,2007,0
GAM,420,Gambia,2008,0
GAM,420,Gambia,2009,0
GAM,420,Gambia,2010,0
GAM,420,Gambia,2011,0
GAM,420,Gambia,2012,0
GDR,265,Germany East,1949,0
GDR,265,Germany East,1950,0
GDR,265,Germany East,1951,0
GDR,265,Germany East,1952,0
GDR,265,Germany East,1953,0
GDR,265,Germany East,1954,0
GDR,265,Germany East,1955,0
GDR,265,Germany East,1956,0
GDR,265,Germany East,1957,0
GDR,265,Germany East,1958,0
GDR,265,Germany East,1959,0
GDR,265,Germany East,1960,0
GDR,265,Germany East,1961,0
GDR,265,Germany East,1962,0
GDR,265,Germany East,1963,0
GDR,265,Germany East,1964,0
GDR,265,Germany East,1965,0
GDR,265,Germany East,1966,0
GDR,265,Germany East,1967,0
GDR,265,Germany East,1968,0
GDR,265,Germany East,1969,0
GDR,265,Germany East,1970,0
GDR,265,Germany East,1971,0
GDR,265,Germany East,1972,0
GDR,265,Germany East,1973,0
GDR,265,Germany East,1974,0
GDR,265,Germany East,1975,0
GDR,265,Germany East,1976,0
GDR,265,Germany East,1977,0
GDR,265,Germany East,1978,0
GDR,265,Germany East,1979,0
GDR,265,Germany East,1980,0
GDR,265,Germany East,1981,0
GDR,265,Germany East,1982,0
GDR,265,Germany East,1983,0
GDR,265,Germany East,1984,0
GDR,265,Germany East,1985,0
GDR,265,Germany East,1986,0
GDR,265,Germany East,1987,0
GDR,265,Germany East,1988,0
GDR,265,Germany East,1989,0
GDR,265,Germany East,1990,0
GFR,260,Germany West,1949,0
GFR,260,Germany West,1950,0
GFR,260,Germany West,1951,0
GFR,260,Germany West,1952,0
GFR,260,Germany West,1953,0
GFR,260,Germany West,1954,0
GFR,260,"Germany, West",1955,0
GFR,260,"Germany, West",1956,0
GFR,260,"Germany, West",1957,0
GFR,260,"Germany, West",1958,0
GFR,260,"Germany, West",1959,0
GFR,260,"Germany, West",1960,0
GFR,260,Germany West,1961,0
GFR,260,Germany West,1962,0
GFR,260,Germany West,1963,0
GFR,260,Germany West,1964,0
GFR,260,Germany West,1965,0
GFR,260,Germany West,1966,0
GFR,260,Germany West,1967,0
GFR,260,Germany West,1968,0
GFR,260,Germany West,1969,0
GFR,260,Germany West,1970,0
GFR,260,Germany West,1971,0
GFR,260,Germany West,1972,0
GFR,260,Germany West,1973,0
GFR,260,Germany West,1974,0
GFR,260,Germany West,1975,0
GFR,260,Germany West,1976,0
GFR,260,Germany West,1977,0
GFR,260,Germany West,1978,0
GFR,260,Germany West,1979,0
GFR,260,Germany West,1980,0
GFR,260,Germany West,1981,0
GFR,260,Germany West,1982,0
GFR,260,Germany West,1983,0
GFR,260,Germany West,1984,0
GFR,260,Germany West,1985,0
GFR,260,Germany West,1986,0
GFR,260,Germany West,1987,0
GFR,260,Germany West,1988,0
GFR,260,Germany West,1989,0
GFR,260,Germany West,1990,0
GHA,452,Ghana,1957,0
GHA,452,Ghana,1958,0
GHA,452,Ghana,1959,0
GHA,452,Ghana,1960,0
GHA,452,Ghana,1961,0
GHA,452,Ghana,1962,0
GHA,452,Ghana,1963,0
GHA,452,Ghana,1964,0
